product_name,product_name_da,brands,categories_tags,main_category,main_category_en,labels_tags,languages_tags,countries_tags,lc,ecoscore_grade,environmental_score_grade,ecoscore_score
Sourcream & Onion,<NA>,Taffel,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:potato-crisps-in-sunflower-oil",en:potato-crisps-in-sunflower-oil,Potato crisps in sunflower oil,,<na>,"en:denmark,en:sweden",<na>,,a,
Salt & Vinegar,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
Taffel Barbecue,<NA>,Taffel,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",en:crisps,Crisps,,<na>,en:denmark,<na>,,unknown,
Taffel Original,<NA>,"Estrella AB, Taffel","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:potato-crisps-in-sunflower-oil",en:potato-crisps-in-sunflower-oil,Potato crisps in sunflower oil,en:too-good-to-go,<na>,"en:denmark,en:germany",<na>,,b,
Chili Bearnaise Chips,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Taffel original,<NA>,Taffel / Estrella AB,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",en:potato-crisps,Potato crisps,,<na>,en:denmark,<na>,,b,
Sour Cream & Onion Chips,<NA>,,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",en:crisps,Crisps,,<na>,en:denmark,<na>,,unknown,
Holiday Small Bag,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Salt And Vinegar Chips,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Hot Tomato Fries,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Peanut Rings,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Osterejer,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Taffel super snacks holiday,<NA>,,,,,"en:sustainable,en:sustainable-palm-oil,en:no-palm-oil",<na>,en:denmark,<na>,,unknown,
Grilled Chicken,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Chili Cheese Rings,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Grilled chicken chips,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Linsenchips,<NA>,Taffel,"en:snacks,en:salty-snacks",en:salty-snacks,Salty snacks,,<na>,en:denmark,<na>,,unknown,
Osterejer,<NA>,Taffel,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",en:crisps,Crisps,da:taffel-osterejer,<na>,en:denmark,<na>,,unknown,
Linsechips Ranch,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Holiday Chips,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Linsechips Sourcream & Onion,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Peanut Butter Puffs,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Ovnbagte Chips Sourcream & onion,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
"Super Crunch - Cheddar, Sourcream & Onion",<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Super Crunch Spice Cheddar,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Osterejer Med Ægte Cheddar,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Chicken Pomms,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Salt Linsechips,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Spicy Chilli Peanuts,<NA>,Taffel,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:peanuts",en:peanuts,Peanuts,,<na>,en:denmark,<na>,,e,
Chilli Nøder,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Peanuts,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Honningristet CASHEW MIX,<NA>,Taffel,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:nuts-and-their-products",en:nuts-and-their-products,Nuts and their products,,<na>,en:denmark,<na>,,unknown,
Sweet & Spicy Nøddemix,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Sweet & Spicy Nøddemix,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Chedder Peanut Crunch,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Cheddar Nuts,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Karamelliserede rødløg chips,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Dild Chips,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Original,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Supersnacks Holiday,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
"Smør, Dild Og Ramsløg",<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
Texas Style Barbecue,<NA>,Taffel,,,,,<na>,en:denmark,<na>,,unknown,
bilar orginal,<NA>,"Ahlgrens, Cloetta","en:snacks,en:sweet-snacks,en:confectioneries,en:candies",en:candies,Candies,,<na>,"en:denmark,en:norway",<na>,,d,
Latte Art,<NA>,Arla,"en:dairies,en:milks",en:milks,Milks,"en:fsc,en:fsc-mix,da:se-m1031-ec",<na>,en:denmark,<na>,,d,
Protein bar raspberry,<NA>,Gainomax,"en:snacks,en:sweet-snacks,en:bars,en:dietary-supplements,en:bodybuilding-supplements,en:protein-bars",en:protein-bars,Protein bars,,<na>,"en:denmark,en:finland",<na>,,unknown,
Laktosefri minimælk,<NA>,Arla,"en:dairies,en:milks,en:cow-milks",en:cow-milks,Cow milks,en:fsc,<na>,"en:denmark,en:italy",<na>,,d,
Lacto Free Mini Mælk,<NA>,Arla,,,,,<na>,en:denmark,<na>,,unknown,
Lacto Free Madlavningsfløde,<NA>,Arla,en:dairies,en:dairies,Dairies,"en:fsc,en:fsc-mix",<na>,"en:denmark,en:sweden",<na>,,unknown,
Hytteost Lacto Free,<NA>,Arla,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
Økologisk Hytteost 4%,<NA>,Arla,,,,"en:source-of-proteins,en:high-proteins",<na>,en:denmark,<na>,,unknown,
Hytteost 4%,<NA>,Karolines Køkken,,,,,<na>,en:denmark,<na>,,unknown,
Yoggi drøm,<NA>,Arla,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:yogurts,en:fruit-yogurts",en:fruit-yogurts,Fruit yogurts,,<na>,en:denmark,<na>,,b,
Creme Fraiche Laktosefri 13%,<NA>,Arla,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:creams,en:fermented-creams,en:sour-creams",en:sour-creams,Sour creams,"en:fsc,en:fsc-mix,en:no-lactose",<na>,en:denmark,<na>,,b,
Piskefløde Laktosefri 36%,<NA>,Arla,"en:dairies,en:creams,en:whipped-creams",en:whipped-creams,Whipped creams,,<na>,"en:denmark,en:france",<na>,,b,
Eko Mild Yoghurt Päron & Vanilj 1.9% Fett,<NA>,Arla,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:yogurts,en:fruit-yogurts",en:fruit-yogurts,Fruit yogurts,"en:organic,en:eu-organic,en:fsc,en:se-eko-01",<na>,en:denmark,<na>,,a,
Mellanmjölk 1.5%,<NA>,Skånemejerier,"en:dairies,en:milks,en:cow-milks",en:cow-milks,Cow milks,"en:organic,en:eu-organic,en:se-eko-01",<na>,en:denmark,<na>,,b,
Creamy Skyr - Strawberry Lime,<NA>,Stay Strong,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fromages-blancs-petit-suisses-and-skyr,en:skyrs,en:cream-cheeses",en:cream-cheeses,Cream cheeses,,<na>,en:denmark,<na>,,b,
Creamy Skyr - Vanilla,<NA>,STAY STRONG,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fromages-blancs-petit-suisses-and-skyr,en:skyrs",en:skyrs,Skyrs,"en:no-added-sugar,en:no-lactose",<na>,"en:denmark,en:finland",<na>,,b,
skoro drink,<NA>,stay strong,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-shakes",en:protein-shakes,Protein shakes,,<na>,en:denmark,<na>,,unknown,
Stay strong,<NA>,,,,,"en:organic,en:eu-organic,en:keyhole",<na>,en:denmark,<na>,,unknown,
Skyr Drink,<NA>,Stay strong,,,,,<na>,en:denmark,<na>,,unknown,
Skyr Blueberry and Vanilla,<NA>,Stay Strong,"en:dairies,en:desserts,en:dairy-desserts",en:dairy-desserts,Dairy desserts,,<na>,"en:denmark,en:germany",<na>,,unknown,
Köttbullar,<NA>,Dafgård,,,,,<na>,en:denmark,<na>,,unknown,
Ekologisk blåbärssylt,<NA>,Garant,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:bilberries-jams,en:blueberry-jams",en:blueberry-jams,Blueberry jams,"en:organic,en:eu-organic,en:se-eko-01,sv:krav",<na>,"en:denmark,en:sweden",<na>,,a-plus,
Ekologisk Lingon Sylt,<NA>,Garant,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:lingonberries-jams",en:lingonberries-jams,Lingonberries jams,"en:organic,sv:krav",<na>,"en:denmark,en:sweden",<na>,,b,
Ekologisk Hallon Sylt,<NA>,Garant,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:raspberry-jams",en:raspberry-jams,Raspberry jams,"en:organic,en:eu-organic,en:se-eko-01",<na>,"en:denmark,en:sweden",<na>,,b,
Letmælk,<NA>,First Price,"en:dairies,en:milks,en:semi-skimmed-milks",en:semi-skimmed-milks,Semi-skimmed milks,"da:bedre-dyrevelfærd,da:bedre-dyrevelfærd-1-hjerte,en:made-in-denmark",<na>,en:denmark,<na>,,b,
0.4% Minimælk,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Skummetmælk,<NA>,First Price,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
Creme fraiche,<NA>,First price,,,,,<na>,en:denmark,<na>,,unknown,
Makroner,<NA>,First Price,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:cakes",en:cakes,Cakes,en:made-in-denmark,<na>,en:denmark,<na>,,b,
Margarine,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Asier I Strimler,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Syltede Rødbeder,<NA>,Først Price,,,,,<na>,en:denmark,<na>,,unknown,
"Skiveost 25% fedt, 45+",<NA>,"Arla, Arla Foods, First price","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sliced-cheeses",en:sliced-cheeses,Sliced cheeses,,<na>,en:denmark,<na>,,d,
Ristede Løg,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Pasta sauce,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Pizza Bolognese,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Grøn Pesto,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
rød pesto,<NA>,frist price,"en:condiments,en:sauces,en:pestos,en:red-pestos",en:red-pestos,Red pestos,,<na>,en:denmark,<na>,,d,
Håndværkere,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Sukker,<NA>,First Price,"en:sweeteners,en:sugars,en:granulated-sugars",en:granulated-sugars,Granulated sugars,"en:no-artificial-flavors,en:no-artificial-colors,en:no-artificial-colours-or-flavours",<na>,en:denmark,<na>,,a-plus,
Baguettes,<NA>,Frist Price,,,,,<na>,en:denmark,<na>,,unknown,
Baguettes Med Fuldkorn,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Ciabatta,<NA>,First Price,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",en:breads,Breads,da:fremstillet-i-frankrig,<na>,en:denmark,<na>,,unknown,
Salatost I Tern,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Kogt skinke,<NA>,First price,,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
Saltkød,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Citronsaft,<NA>,First Price,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:instant-beverages,en:fruit-juice-concentrates,en:lemon-juice,en:lemon-juice-concentrates",en:lemon-juice-concentrates,Lemon juice concentrates,,<na>,en:denmark,<na>,,e,
Jasminris,<NA>,First Price,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:jasmine-rice",en:jasmine-rice,Jasmine rice,,<na>,en:denmark,<na>,,f,
First Price Digestive,<NA>,First Price,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:biscuits,Biscuits,,<na>,en:denmark,<na>,,d,
Mørk pålægschokolade,<NA>,Frist Price,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",en:dark-chocolates,Dark chocolates,,<na>,en:denmark,<na>,,e,
Mælkechokolade,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Dessert Pandekage,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Pepperoni,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Røget Filet,<NA>,First Price (spar),,,,en:keyhole,<na>,en:denmark,<na>,,unknown,
First price sports saftevand,<NA>,,,,,,<na>,en:denmark,<na>,,unknown,
First Price læskedrik med smag-hyldeblomst,<NA>,First Price,da:læskedrik,da:læskedrik,da:læskedrik,,<na>,en:denmark,<na>,,unknown,
kartoffelmospulver,<NA>,First Price,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:cereals-and-potatoes,en:vegetables-based-foods",en:vegetables-based-foods,Vegetables based foods,en:made-in-germany,<na>,en:denmark,<na>,,unknown,
Leverpostej,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Skinke strimler,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Sandwich Kiks Med Kakao,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Fløde Havarti,<NA>,First Price,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:danish-cheeses,en:havarti",en:havarti,Havarti,en:pgi,<na>,en:denmark,<na>,,c,
Romkugler,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Hvidløgs Baguettes,<NA>,First Price,"en:plant-based-foods-and-beverages,en:dairies,en:plant-based-foods,en:cereals-and-potatoes,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:breads,en:dairy-spreads,en:milkfat,en:butters",en:butters,Butters,,<na>,en:denmark,<na>,,e,
First Price,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Mikro Popcorn,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Rice Blend,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Haricots Verts,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Øko Havregryn Finvalsede,<NA>,First Price,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:rolled-flakes,en:rolled-oats",en:rolled-oats,Rolled oats,,<na>,en:denmark,<na>,,b,
Coffee Creamer,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
First Price Appelsin Juice fra koncentrat,<NA>,First Price,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:fruit-juices-from-concentrate,en:orange-juices,en:orange-juices-from-concentrate",en:orange-juices-from-concentrate,Orange juices from concentrate,en:fsc,<na>,en:denmark,<na>,,a,
Æble juice,<NA>,First price,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices",en:fruit-juices,Fruit juices,,<na>,en:denmark,<na>,,e,
Creme Fraiche,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Krydder småkager med kandissukker og kanel,<NA>,First Price,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",en:biscuits,Biscuits,"en:fsc,en:fsc-mix",<na>,en:denmark,<na>,,c,
Flåede Tomater,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Lyst pålæg,<NA>,"Carletti, First Price","en:snacks,en:breakfasts,en:spreads,en:sweet-snacks,en:cocoa-and-its-products,en:sweet-spreads,en:chocolates,fr:pates-a-tartiner,en:chocolate-spreads",en:chocolate-spreads,Chocolate spreads,"en:fsc,en:rainforest-alliance",<na>,en:denmark,<na>,,unknown,
Solbær Marmelade,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Appelsin Marmelade,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Jordbær Marmelade,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Finely Rolled Oatmeal,<NA>,First Price,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:breakfast-cereals,en:cereal-grains,en:flakes,en:cereal-flakes,en:rolled-flakes,en:rolled-oats,en:denmark",en:denmark,Denmark,en:keyhole,<na>,en:denmark,<na>,,a,
Hvidløgsdressing,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Thousand Island Dressing (Fat Free),<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Almonds,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Rejer I Lage,<NA>,First price,,,,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark,<na>,,unknown,
Mazarin Tærte,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Isvafler Med Vaniljesmag,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Bier Wurdt,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Fiskefrikadeller,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Vaffel Rør,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Tun I Vand,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Toast skiver,<NA>,First price,,,,,<na>,en:denmark,<na>,,unknown,
Muslibar Banan,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Müslibar Med Hasselnødder & Mørk Chokolade,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Lys Pålægschokolade,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Mørk Pålægschokolade,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Asparges Snitter,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Hamburgerryg,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Tunsalat,<NA>,First Price,"en:meals,en:prepared-salads",en:prepared-salads,Prepared salads,,<na>,en:denmark,<na>,,unknown,
Øko Havregryn Grovvalsede,<NA>,Forst Price,,,,"en:organic,en:eu-organic,en:dk-øko-100,en:keyhole",<na>,en:denmark,<na>,,unknown,
Øko Havregryn Finvalsede,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Havregryn Finvalsede,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Piskefløde,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Kyllinge Pølser,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Valnød,<NA>,First price,,,,,<na>,en:denmark,<na>,,unknown,
Tortellini Med Ricottaost Oh Spinat,<NA>,First price,,,,,<na>,en:denmark,<na>,,unknown,
Riskiks Med Havsalt,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Remoulade Light,<NA>,First Price,"en:condiments,en:sauces,en:sauces-with-mustard,en:remoulade-sauce",en:remoulade-sauce,Remoulade sauce,,<na>,en:denmark,<na>,,unknown,
Ristede Løg,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
hvede toastbrød,<NA>,first price,,,,,<na>,en:denmark,<na>,,unknown,
Crunchy Mysli Med Kakao,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Træstammer,<NA>,First Price,,,,,<na>,en:denmark,<na>,,unknown,
Salladost,<NA>,Eldorado,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses",en:cheeses,Cheeses,,<na>,en:denmark,<na>,,d,
Gifflar,<NA>,Pågen,,,,,<na>,en:denmark,<na>,,unknown,
Gifflar,<NA>,Pågen,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:biscuits-and-cakes,en:breads,en:cakes,en:pastries,en:cinnamon-buns",en:cinnamon-buns,Cinnamon-buns,,<na>,"en:denmark,en:norway,en:sweden",<na>,,unknown,
Skærgårdsbrøs,<NA>,Pågen,,,,,<na>,en:denmark,<na>,,unknown,
Skånskt Lantbröd,<NA>,Pågen,,,,,<na>,en:denmark,<na>,,unknown,
Frokost stykker,<NA>,"Paagen, Pågen","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads",en:special-breads,Special breads,,<na>,"en:denmark,en:sweden",<na>,,unknown,
Rasker,<NA>,Pågen,,,,,<na>,en:denmark,<na>,,unknown,
Lantbröd,<NA>,Pågen,,,,,<na>,en:denmark,<na>,,unknown,
solstykker,<NA>,pågen,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",en:breads,Breads,en:keyhole,<na>,en:denmark,<na>,,unknown,
Levain,<NA>,Pågen,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:toasts,en:toasted-bread-rolls",en:toasted-bread-rolls,Toasted bread rolls,,<na>,en:denmark,<na>,,b,
Pågenlimpan,<NA>,Pågen,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:rye-and-wheat-breads,en:sliced-breads,en:white-breads,sv:matbröd",sv:matbröd,sv:matbröd,en:no-preservatives,<na>,"en:denmark,en:france,en:sweden",<na>,,a,
Kanel Gifflar,<NA>,Pågen,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:pastries",en:pastries,Pastries,"en:sustainable,en:sustainable-palm-oil,en:roundtable-on-sustainable-palm-oil",<na>,"en:denmark,en:finland,en:norway",<na>,,unknown,
Havrefras 375 g,<NA>,Orkla Foods Norge AS,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,nb:frokostblanding",nb:frokostblanding,nb:frokostblanding,,<na>,"en:denmark,en:germany,en:norway",<na>,,e,
Coffee Syrup Caramel,<NA>,Saturnus,,,,en:green-dot,<na>,en:denmark,<na>,,unknown,
"Sort Peber, malet",<NA>,Santa Maria,en:condiments,en:condiments,Condiments,da:fremstillet-i-sverige,<na>,en:denmark,<na>,,unknown,
Tellicherry Pepper m/Kvern 70g St.Maria,<NA>,Paulig norway,,,,en:no-gluten,<na>,en:denmark,<na>,,unknown,
Chili con carne mix,<NA>,Santa maria,,,,,<na>,en:denmark,<na>,,unknown,
Tortilla,<NA>,Santa Maria,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:flatbreads,en:white-breads,en:wheat-breads,en:wheat-flatbreads",en:wheat-flatbreads,Wheat flatbreads,,<na>,en:denmark,<na>,,b,
Sweet Chili Sauce,<NA>,Santa Maria,"en:condiments,en:sauces,en:groceries",en:groceries,Groceries,,<na>,"en:denmark,en:germany",<na>,,unknown,
Nellik Hel 15 g,<NA>,Santa Maria Norge AS,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:cloves",en:cloves,Cloves,en:no-gluten,<na>,en:denmark,<na>,,e,
Santa Maria Hel Stjerneanis 15g,<NA>,SANTA MARIA NORGE AS,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:condiments,en:hot-beverages,en:plant-based-beverages,en:spices,en:herbal-teas,en:star-anise",en:star-anise,Star anise,en:no-gluten,<na>,en:denmark,<na>,,a-plus,
